,Item,Year,Unit,Quantity
4081,"Pistachios, in shell",2007,tonnes,749468.0
4082,"Pistachios, in shell",2008,tonnes,525192.0
4083,"Pistachios, in shell",2009,tonnes,553822.0
4084,"Pistachios, in shell",2010,tonnes,718150.0
4085,"Pistachios, in shell",2011,tonnes,624148.0
4086,"Pistachios, in shell",2012,tonnes,759450.0
4087,"Pistachios, in shell",2013,tonnes,679231.0
4088,"Pistachios, in shell",2014,tonnes,887489.0
4089,"Pistachios, in shell",2015,tonnes,861587.0
4090,"Pistachios, in shell",2016,tonnes,1315148.0
4091,"Pistachios, in shell",2017,tonnes,1167845.0
4092,"Pistachios, in shell",2018,tonnes,988014.0
4093,"Pistachios, in shell",2019,tonnes,885119.0
4094,"Pistachios, in shell",2020,tonnes,1125305.0
4095,Plantains and cooking bananas,2000,tonnes,27966064.0
4096,Plantains and cooking bananas,2001,tonnes,29409520.0
4097,Plantains and cooking bananas,2002,tonnes,29479088.0
4098,Plantains and cooking bananas,2003,tonnes,29778946.0
4099,Plantains and cooking bananas,2004,tonnes,30062918.0
4100,Plantains and cooking bananas,2005,tonnes,30647589.0
4101,Plantains and cooking bananas,2006,tonnes,31284420.0
4102,Plantains and cooking bananas,2007,tonnes,32364757.0
4103,Plantains and cooking bananas,2008,tonnes,27331057.0
4104,Plantains and cooking bananas,2009,tonnes,27688356.0
4105,Plantains and cooking bananas,2010,tonnes,28215229.0
4106,Plantains and cooking bananas,2011,tonnes,28827037.0
4107,Plantains and cooking bananas,2012,tonnes,29905415.0
4108,Plantains and cooking bananas,2013,tonnes,31130112.0
4109,Plantains and cooking bananas,2014,tonnes,38460567.0
4110,Plantains and cooking bananas,2015,tonnes,39483061.0
4111,Plantains and cooking bananas,2016,tonnes,38577560.0
4112,Plantains and cooking bananas,2017,tonnes,38110041.0
4113,Plantains and cooking bananas,2018,tonnes,38777491.0
4114,Plantains and cooking bananas,2019,tonnes,43496189.0
4115,Plantains and cooking bananas,2020,tonnes,43075957.0
4116,Plums and sloes,2000,tonnes,7962113.0
4117,Plums and sloes,2001,tonnes,8097919.0
4118,Plums and sloes,2002,tonnes,8115363.0
4119,Plums and sloes,2003,tonnes,9164713.0
4120,Plums and sloes,2004,tonnes,8863594.0
4121,Plums and sloes,2005,tonnes,9456280.0
4122,Plums and sloes,2006,tonnes,10459360.0
4123,Plums and sloes,2007,tonnes,9495832.0
4124,Plums and sloes,2008,tonnes,10101970.0
4125,Plums and sloes,2009,tonnes,10702912.0
4126,Plums and sloes,2010,tonnes,10634720.0
4127,Plums and sloes,2011,tonnes,10945079.0
4128,Plums and sloes,2012,tonnes,10777409.0
4129,Plums and sloes,2013,tonnes,11201850.0
4130,Plums and sloes,2014,tonnes,11290114.0
4131,Plums and sloes,2015,tonnes,11572638.0
4132,Plums and sloes,2016,tonnes,11818103.0
4133,Plums and sloes,2017,tonnes,11401924.0
4134,Plums and sloes,2018,tonnes,12340095.0
4135,Plums and sloes,2019,tonnes,12293767.0
4136,Plums and sloes,2020,tonnes,12175849.0
4137,Pomelos and grapefruits,2000,tonnes,5585354.0
4138,Pomelos and grapefruits,2001,tonnes,5264613.0
4139,Pomelos and grapefruits,2002,tonnes,5150548.0
4140,Pomelos and grapefruits,2003,tonnes,5023459.0
4141,Pomelos and grapefruits,2004,tonnes,5116466.0
4142,Pomelos and grapefruits,2005,tonnes,4295510.0
4143,Pomelos and grapefruits,2006,tonnes,4613386.0
4144,Pomelos and grapefruits,2007,tonnes,6853305.0
4145,Pomelos and grapefruits,2008,tonnes,7202928.0
4146,Pomelos and grapefruits,2009,tonnes,7221127.0
4147,Pomelos and grapefruits,2010,tonnes,7238777.0
4148,Pomelos and grapefruits,2011,tonnes,7602630.0
4149,Pomelos and grapefruits,2012,tonnes,8098911.0
4150,Pomelos and grapefruits,2013,tonnes,8364918.0
4151,Pomelos and grapefruits,2014,tonnes,8185566.0
4152,Pomelos and grapefruits,2015,tonnes,8758049.0
4153,Pomelos and grapefruits,2016,tonnes,8872428.0
4154,Pomelos and grapefruits,2017,tonnes,8529422.0
4155,Pomelos and grapefruits,2018,tonnes,8901107.0
4156,Pomelos and grapefruits,2019,tonnes,9126876.0
4157,Pomelos and grapefruits,2020,tonnes,9207598.0
4158,Poppy seed,2000,tonnes,44584.0
4159,Poppy seed,2001,tonnes,57354.0
4160,Poppy seed,2002,tonnes,51928.0
4161,Poppy seed,2003,tonnes,87844.0
4162,Poppy seed,2004,tonnes,66830.0
4163,Poppy seed,2005,tonnes,75478.0
4164,Poppy seed,2006,tonnes,84220.0
4165,Poppy seed,2007,tonnes,65521.0
4166,Poppy seed,2008,tonnes,87163.0
4167,Poppy seed,2009,tonnes,97538.0
4168,Poppy seed,2010,tonnes,96486.0
4169,Poppy seed,2011,tonnes,105631.0
4170,Poppy seed,2012,tonnes,48049.0
4171,Poppy seed,2013,tonnes,67953.0
4172,Poppy seed,2014,tonnes,79334.0
4173,Poppy seed,2015,tonnes,99479.0
4174,Poppy seed,2016,tonnes,82702.0
4175,Poppy seed,2017,tonnes,68868.0
4176,Poppy seed,2018,tonnes,28036.0
4177,Poppy seed,2019,tonnes,28327.0
4178,Poppy seed,2020,tonnes,21585.0
4179,Potatoes,2000,tonnes,321540722.0
4180,Potatoes,2001,tonnes,303998597.0
4181,Potatoes,2002,tonnes,308172334.0
4182,Potatoes,2003,tonnes,306173683.0
4183,Potatoes,2004,tonnes,326425018.0
4184,Potatoes,2005,tonnes,315876821.0
4185,Potatoes,2006,tonnes,307000163.0
4186,Potatoes,2007,tonnes,312631889.0
4187,Potatoes,2008,tonnes,326603866.0
4188,Potatoes,2009,tonnes,330151098.0
4189,Potatoes,2010,tonnes,328026953.0
4190,Potatoes,2011,tonnes,368329515.0
4191,Potatoes,2012,tonnes,361786276.0
4192,Potatoes,2013,tonnes,365862396.0
4193,Potatoes,2014,tonnes,369664389.0
4194,Potatoes,2015,tonnes,365727652.0
4195,Potatoes,2016,tonnes,353678367.0
4196,Potatoes,2017,tonnes,369820211.0
4197,Potatoes,2018,tonnes,365351837.0
4198,Potatoes,2019,tonnes,354488267.0
4199,Potatoes,2020,tonnes,358754267.0
4200,"Pumpkins, squash and gourds",2000,tonnes,17071761.0
4201,"Pumpkins, squash and gourds",2001,tonnes,17580985.0
4202,"Pumpkins, squash and gourds",2002,tonnes,18842131.0
4203,"Pumpkins, squash and gourds",2003,tonnes,19966368.0
4204,"Pumpkins, squash and gourds",2004,tonnes,20394208.0
4205,"Pumpkins, squash and gourds",2005,tonnes,20023889.0
4206,"Pumpkins, squash and gourds",2006,tonnes,20435418.0
4207,"Pumpkins, squash and gourds",2007,tonnes,21162516.0
4208,"Pumpkins, squash and gourds",2008,tonnes,21463652.0
4209,"Pumpkins, squash and gourds",2009,tonnes,22127519.0
4210,"Pumpkins, squash and gourds",2010,tonnes,22584787.0
4211,"Pumpkins, squash and gourds",2011,tonnes,23489116.0
4212,"Pumpkins, squash and gourds",2012,tonnes,23778760.0
4213,"Pumpkins, squash and gourds",2013,tonnes,24379531.0
4214,"Pumpkins, squash and gourds",2014,tonnes,24999304.0
4215,"Pumpkins, squash and gourds",2015,tonnes,25506100.0
4216,"Pumpkins, squash and gourds",2016,tonnes,26048569.0
4217,"Pumpkins, squash and gourds",2017,tonnes,26464156.0
4218,"Pumpkins, squash and gourds",2018,tonnes,26946646.0
4219,"Pumpkins, squash and gourds",2019,tonnes,27132434.0
4220,"Pumpkins, squash and gourds",2020,tonnes,27796701.0
4221,"Pyrethrum, dried flowers",2000,tonnes,11980.0
4222,"Pyrethrum, dried flowers",2001,tonnes,12039.0
4223,"Pyrethrum, dried flowers",2002,tonnes,12735.0
4224,"Pyrethrum, dried flowers",2003,tonnes,11432.0
4225,"Pyrethrum, dried flowers",2004,tonnes,11135.0
4226,"Pyrethrum, dried flowers",2005,tonnes,11434.0
4227,"Pyrethrum, dried flowers",2006,tonnes,13237.0
4228,"Pyrethrum, dried flowers",2007,tonnes,4835.0
4229,"Pyrethrum, dried flowers",2008,tonnes,5494.0
4230,"Pyrethrum, dried flowers",2009,tonnes,4300.0
4231,"Pyrethrum, dried flowers",2010,tonnes,5477.0
4232,"Pyrethrum, dried flowers",2011,tonnes,7459.0
4233,"Pyrethrum, dried flowers",2012,tonnes,8492.0
4234,"Pyrethrum, dried flowers",2013,tonnes,8976.0
4235,"Pyrethrum, dried flowers",2014,tonnes,10210.0
4236,"Pyrethrum, dried flowers",2015,tonnes,9664.0
4237,"Pyrethrum, dried flowers",2016,tonnes,9692.0
4238,"Pyrethrum, dried flowers",2017,tonnes,13839.0
4239,"Pyrethrum, dried flowers",2018,tonnes,9913.0
4240,"Pyrethrum, dried flowers",2019,tonnes,11305.0
4241,"Pyrethrum, dried flowers",2020,tonnes,9631.0
4242,Quinces,2000,tonnes,414322.0
4243,Quinces,2001,tonnes,423324.0
4244,Quinces,2002,tonnes,433684.0
4245,Quinces,2003,tonnes,443173.0
4246,Quinces,2004,tonnes,417972.0
4247,Quinces,2005,tonnes,461502.0
4248,Quinces,2006,tonnes,465839.0
4249,Quinces,2007,tonnes,488424.0
4250,Quinces,2008,tonnes,479289.0
4251,Quinces,2009,tonnes,511209.0
4252,Quinces,2010,tonnes,535985.0
4253,Quinces,2011,tonnes,570250.0
4254,Quinces,2012,tonnes,600906.0
4255,Quinces,2013,tonnes,645729.0
4256,Quinces,2014,tonnes,628921.0
4257,Quinces,2015,tonnes,671330.0
4258,Quinces,2016,tonnes,647745.0
4259,Quinces,2017,tonnes,698350.0
4260,Quinces,2018,tonnes,658037.0
4261,Quinces,2019,tonnes,655500.0
4262,Quinces,2020,tonnes,695150.0
4263,Quinoa,2000,tonnes,52626.0
4264,Quinoa,2001,tonnes,45886.0
4265,Quinoa,2002,tonnes,54846.0
4266,Quinoa,2003,tonnes,55540.0
4267,Quinoa,2004,tonnes,52326.0
4268,Quinoa,2005,tonnes,58443.0
4269,Quinoa,2006,tonnes,57962.0
4270,Quinoa,2007,tonnes,59115.0
4271,Quinoa,2008,tonnes,57777.0
4272,Quinoa,2009,tonnes,74353.0
4273,Quinoa,2010,tonnes,79636.0
4274,Quinoa,2011,tonnes,84198.0
4275,Quinoa,2012,tonnes,97410.0
4276,Quinoa,2013,tonnes,117719.0
4277,Quinoa,2014,tonnes,186147.0
4278,Quinoa,2015,tonnes,193822.0
4279,Quinoa,2016,tonnes,148720.0
4280,Quinoa,2017,tonnes,146735.0
4281,Quinoa,2018,tonnes,159737.0
4282,Quinoa,2019,tonnes,161054.0
4283,Quinoa,2020,tonnes,175188.0
4284,"Ramie, raw or retted",2000,tonnes,163531.0
4285,"Ramie, raw or retted",2001,tonnes,199541.0
4286,"Ramie, raw or retted",2002,tonnes,241680.0
4287,"Ramie, raw or retted",2003,tonnes,248329.0
4288,"Ramie, raw or retted",2004,tonnes,258087.0
4289,"Ramie, raw or retted",2005,tonnes,280189.0
4290,"Ramie, raw or retted",2006,tonnes,290619.0
4291,"Ramie, raw or retted",2007,tonnes,294479.0
4292,"Ramie, raw or retted",2008,tonnes,253768.0
4293,"Ramie, raw or retted",2009,tonnes,214546.0
4294,"Ramie, raw or retted",2010,tonnes,192521.0
4295,"Ramie, raw or retted",2011,tonnes,161769.0
4296,"Ramie, raw or retted",2012,tonnes,133289.0
4297,"Ramie, raw or retted",2013,tonnes,122758.0
4298,"Ramie, raw or retted",2014,tonnes,118598.0
4299,"Ramie, raw or retted",2015,tonnes,111203.0
4300,"Ramie, raw or retted",2016,tonnes,82169.0
4301,"Ramie, raw or retted",2017,tonnes,53385.0
4302,"Ramie, raw or retted",2018,tonnes,56410.0
4303,"Ramie, raw or retted",2019,tonnes,60395.0
4304,"Ramie, raw or retted",2020,tonnes,60935.0
4305,Rape or colza seed,2000,tonnes,39539292.0
4306,Rape or colza seed,2001,tonnes,35969703.0
4307,Rape or colza seed,2002,tonnes,35306972.0
4308,Rape or colza seed,2003,tonnes,35870106.0
4309,Rape or colza seed,2004,tonnes,46434665.0
4310,Rape or colza seed,2005,tonnes,49885677.0
4311,Rape or colza seed,2006,tonnes,48661164.0
4312,Rape or colza seed,2007,tonnes,50573087.0
4313,Rape or colza seed,2008,tonnes,56872715.0
4314,Rape or colza seed,2009,tonnes,62207202.0
4315,Rape or colza seed,2010,tonnes,59856343.0
4316,Rape or colza seed,2011,tonnes,62765016.0
4317,Rape or colza seed,2012,tonnes,62645915.0
4318,Rape or colza seed,2013,tonnes,73165166.0
4319,Rape or colza seed,2014,tonnes,74501158.0
4320,Rape or colza seed,2015,tonnes,70274028.0
4321,Rape or colza seed,2016,tonnes,68242099.0
4322,Rape or colza seed,2017,tonnes,76568362.0
4323,Rape or colza seed,2018,tonnes,75183768.0
4324,Rape or colza seed,2019,tonnes,71838523.0
4325,Rape or colza seed,2020,tonnes,72375662.0
4326,"Rapeseed or canola oil, crude",2000,tonnes,13496692.52
4327,"Rapeseed or canola oil, crude",2001,tonnes,12497583.709999999
4328,"Rapeseed or canola oil, crude",2002,tonnes,13100885.0
4329,"Rapeseed or canola oil, crude",2003,tonnes,12450262.36
4330,"Rapeseed or canola oil, crude",2004,tonnes,15020365.82
4331,"Rapeseed or canola oil, crude",2005,tonnes,16760968.66
4332,"Rapeseed or canola oil, crude",2006,tonnes,18093661.22
4333,"Rapeseed or canola oil, crude",2007,tonnes,17991636.86
4334,"Rapeseed or canola oil, crude",2008,tonnes,19254960.22
4335,"Rapeseed or canola oil, crude",2009,tonnes,21375037.080000002
4336,"Rapeseed or canola oil, crude",2010,tonnes,22876184.0
4337,"Rapeseed or canola oil, crude",2011,tonnes,23266922.0
4338,"Rapeseed or canola oil, crude",2012,tonnes,24095370.0
4339,"Rapeseed or canola oil, crude",2013,tonnes,23633884.0
4340,"Rapeseed or canola oil, crude",2014,tonnes,26306516.0
4341,"Rapeseed or canola oil, crude",2015,tonnes,26163382.0
4342,"Rapeseed or canola oil, crude",2016,tonnes,24492549.0
4343,"Rapeseed or canola oil, crude",2017,tonnes,24296286.0
4344,"Rapeseed or canola oil, crude",2018,tonnes,24665746.0
4345,"Rapeseed or canola oil, crude",2019,tonnes,19794994.0
4346,"Rapeseed or canola oil, crude",2020,tonnes,0.0
4347,Raspberries,2000,tonnes,366478.0
4348,Raspberries,2001,tonnes,371041.0
4349,Raspberries,2002,tonnes,396021.0
4350,Raspberries,2003,tonnes,383461.0
4351,Raspberries,2004,tonnes,440060.0
4352,Raspberries,2005,tonnes,450224.0
4353,Raspberries,2006,tonnes,533219.0
4354,Raspberries,2007,tonnes,516299.0
4355,Raspberries,2008,tonnes,523123.0
4356,Raspberries,2009,tonnes,553494.0
4357,Raspberries,2010,tonnes,521995.0
4358,Raspberries,2011,tonnes,599369.0
4359,Raspberries,2012,tonnes,569231.0
4360,Raspberries,2013,tonnes,588100.0
4361,Raspberries,2014,tonnes,628528.0
4362,Raspberries,2015,tonnes,674777.0
4363,Raspberries,2016,tonnes,822402.0
4364,Raspberries,2017,tonnes,796895.0
4365,Raspberries,2018,tonnes,875674.0
4366,Raspberries,2019,tonnes,841053.0
4367,Raspberries,2020,tonnes,895435.0
4368,Raw cane or beet sugar (centrifugal only),2000,tonnes,130674054.0
4369,Raw cane or beet sugar (centrifugal only),2001,tonnes,132099415.0
4370,Raw cane or beet sugar (centrifugal only),2002,tonnes,144831962.0
4371,Raw cane or beet sugar (centrifugal only),2003,tonnes,147596276.0
4372,Raw cane or beet sugar (centrifugal only),2004,tonnes,143699876.0
4373,Raw cane or beet sugar (centrifugal only),2005,tonnes,139556786.0
4374,Raw cane or beet sugar (centrifugal only),2006,tonnes,150002539.0
4375,Raw cane or beet sugar (centrifugal only),2007,tonnes,163481655.56
4376,Raw cane or beet sugar (centrifugal only),2008,tonnes,161327522.9
4377,Raw cane or beet sugar (centrifugal only),2009,tonnes,147510849.1
4378,Raw cane or beet sugar (centrifugal only),2010,tonnes,152541771.0
4379,Raw cane or beet sugar (centrifugal only),2011,tonnes,168203607.0
4380,Raw cane or beet sugar (centrifugal only),2012,tonnes,177485314.0
4381,Raw cane or beet sugar (centrifugal only),2013,tonnes,177881032.0
4382,Raw cane or beet sugar (centrifugal only),2014,tonnes,179269516.0
4383,Raw cane or beet sugar (centrifugal only),2015,tonnes,173852550.0
4384,Raw cane or beet sugar (centrifugal only),2016,tonnes,177659997.0
4385,Raw cane or beet sugar (centrifugal only),2017,tonnes,177205380.0
4386,Raw cane or beet sugar (centrifugal only),2018,tonnes,179449773.0
4387,Raw cane or beet sugar (centrifugal only),2019,tonnes,168790752.0
4388,Raw cane or beet sugar (centrifugal only),2020,tonnes,0.0
4389,Raw hides and skins of buffaloes,2000,tonnes,595531.0
4390,Raw hides and skins of buffaloes,2001,tonnes,594410.0
4391,Raw hides and skins of buffaloes,2002,tonnes,610893.0
4392,Raw hides and skins of buffaloes,2003,tonnes,621666.0
4393,Raw hides and skins of buffaloes,2004,tonnes,637788.0
4394,Raw hides and skins of buffaloes,2005,tonnes,652520.0
4395,Raw hides and skins of buffaloes,2006,tonnes,685054.0
4396,Raw hides and skins of buffaloes,2007,tonnes,710687.0
4397,Raw hides and skins of buffaloes,2008,tonnes,715533.0
4398,Raw hides and skins of buffaloes,2009,tonnes,728013.0
4399,Raw hides and skins of buffaloes,2010,tonnes,756617.0
4400,Raw hides and skins of buffaloes,2011,tonnes,757974.0
4401,Raw hides and skins of buffaloes,2012,tonnes,764672.0
4402,Raw hides and skins of buffaloes,2013,tonnes,770809.0
4403,Raw hides and skins of buffaloes,2014,tonnes,773313.0
4404,Raw hides and skins of buffaloes,2015,tonnes,774153.0
4405,Raw hides and skins of buffaloes,2016,tonnes,773651.0
4406,Raw hides and skins of buffaloes,2017,tonnes,791367.0
4407,Raw hides and skins of buffaloes,2018,tonnes,813174.0
4408,Raw hides and skins of buffaloes,2019,tonnes,797638.0
4409,Raw hides and skins of buffaloes,2020,tonnes,805622.0
4410,Raw hides and skins of cattle,2000,tonnes,6786934.0
4411,Raw hides and skins of cattle,2001,tonnes,6696419.0
4412,Raw hides and skins of cattle,2002,tonnes,6834357.0
4413,Raw hides and skins of cattle,2003,tonnes,6948237.0
4414,Raw hides and skins of cattle,2004,tonnes,7161224.0
4415,Raw hides and skins of cattle,2005,tonnes,7234525.0
4416,Raw hides and skins of cattle,2006,tonnes,7426664.0
4417,Raw hides and skins of cattle,2007,tonnes,7667495.0
4418,Raw hides and skins of cattle,2008,tonnes,7666505.0
4419,Raw hides and skins of cattle,2009,tonnes,7731098.0
4420,Raw hides and skins of cattle,2010,tonnes,7716121.0
4421,Raw hides and skins of cattle,2011,tonnes,7661772.0
4422,Raw hides and skins of cattle,2012,tonnes,7773591.0
4423,Raw hides and skins of cattle,2013,tonnes,7906159.0
4424,Raw hides and skins of cattle,2014,tonnes,7950771.0
4425,Raw hides and skins of cattle,2015,tonnes,7924981.0
4426,Raw hides and skins of cattle,2016,tonnes,7970307.0
4427,Raw hides and skins of cattle,2017,tonnes,8139718.0
4428,Raw hides and skins of cattle,2018,tonnes,7534691.0
4429,Raw hides and skins of cattle,2019,tonnes,7711353.0
4430,Raw hides and skins of cattle,2020,tonnes,7733050.0
4431,Raw hides and skins of goats or kids,2000,tonnes,724486.0
4432,Raw hides and skins of goats or kids,2001,tonnes,738827.0
4433,Raw hides and skins of goats or kids,2002,tonnes,762949.0
4434,Raw hides and skins of goats or kids,2003,tonnes,801398.0
4435,Raw hides and skins of goats or kids,2004,tonnes,841969.0
4436,Raw hides and skins of goats or kids,2005,tonnes,869884.0
4437,Raw hides and skins of goats or kids,2006,tonnes,879058.0
4438,Raw hides and skins of goats or kids,2007,tonnes,916634.0
4439,Raw hides and skins of goats or kids,2008,tonnes,930447.0
4440,Raw hides and skins of goats or kids,2009,tonnes,959667.0
4441,Raw hides and skins of goats or kids,2010,tonnes,974268.0
4442,Raw hides and skins of goats or kids,2011,tonnes,969425.0
4443,Raw hides and skins of goats or kids,2012,tonnes,1007258.0
4444,Raw hides and skins of goats or kids,2013,tonnes,1030321.0
4445,Raw hides and skins of goats or kids,2014,tonnes,1056066.0
4446,Raw hides and skins of goats or kids,2015,tonnes,1084214.0
4447,Raw hides and skins of goats or kids,2016,tonnes,1103145.0
4448,Raw hides and skins of goats or kids,2017,tonnes,1152863.0
4449,Raw hides and skins of goats or kids,2018,tonnes,1158186.0
4450,Raw hides and skins of goats or kids,2019,tonnes,1194770.0
4451,Raw hides and skins of goats or kids,2020,tonnes,1216356.0
4452,Raw hides and skins of sheep or lambs,2000,tonnes,1377499.0
4453,Raw hides and skins of sheep or lambs,2001,tonnes,1369132.0
4454,Raw hides and skins of sheep or lambs,2002,tonnes,1344718.0
4455,Raw hides and skins of sheep or lambs,2003,tonnes,1370990.0
4456,Raw hides and skins of sheep or lambs,2004,tonnes,1403865.0
4457,Raw hides and skins of sheep or lambs,2005,tonnes,1449980.0
4458,Raw hides and skins of sheep or lambs,2006,tonnes,1493677.0
4459,Raw hides and skins of sheep or lambs,2007,tonnes,1562023.0
4460,Raw hides and skins of sheep or lambs,2008,tonnes,1543396.0
4461,Raw hides and skins of sheep or lambs,2009,tonnes,1544099.0
4462,Raw hides and skins of sheep or lambs,2010,tonnes,1542298.0
4463,Raw hides and skins of sheep or lambs,2011,tonnes,1542199.0
4464,Raw hides and skins of sheep or lambs,2012,tonnes,1588137.0
4465,Raw hides and skins of sheep or lambs,2013,tonnes,1634317.0
4466,Raw hides and skins of sheep or lambs,2014,tonnes,1681086.0
4467,Raw hides and skins of sheep or lambs,2015,tonnes,1726923.0
4468,Raw hides and skins of sheep or lambs,2016,tonnes,1749181.0
4469,Raw hides and skins of sheep or lambs,2017,tonnes,1771682.0
4470,Raw hides and skins of sheep or lambs,2018,tonnes,1703812.0
4471,Raw hides and skins of sheep or lambs,2019,tonnes,1723431.0
4472,Raw hides and skins of sheep or lambs,2020,tonnes,1815168.0
4473,Raw milk of buffalo,2000,tonnes,66652286.0
4474,Raw milk of buffalo,2001,tonnes,69415622.0
4475,Raw milk of buffalo,2002,tonnes,71010609.0
4476,Raw milk of buffalo,2003,tonnes,73655650.0
4477,Raw milk of buffalo,2004,tonnes,76135549.0
4478,Raw milk of buffalo,2005,tonnes,78917040.0
4479,Raw milk of buffalo,2006,tonnes,81218252.0
4480,Raw milk of buffalo,2007,tonnes,84481095.0
4481,Raw milk of buffalo,2008,tonnes,86419354.0
4482,Raw milk of buffalo,2009,tonnes,89079478.0
4483,Raw milk of buffalo,2010,tonnes,92496372.0
4484,Raw milk of buffalo,2011,tonnes,96114627.0
4485,Raw milk of buffalo,2012,tonnes,99041124.0
4486,Raw milk of buffalo,2013,tonnes,108448781.0
4487,Raw milk of buffalo,2014,tonnes,114053395.0
4488,Raw milk of buffalo,2015,tonnes,116025086.0
4489,Raw milk of buffalo,2016,tonnes,120160488.0
4490,Raw milk of buffalo,2017,tonnes,126117810.0
4491,Raw milk of buffalo,2018,tonnes,132444138.0
4492,Raw milk of buffalo,2019,tonnes,134791772.0
4493,Raw milk of buffalo,2020,tonnes,134425197.0
4494,Raw milk of camel,2000,tonnes,1729464.0
4495,Raw milk of camel,2001,tonnes,1693570.0
4496,Raw milk of camel,2002,tonnes,1786020.0
4497,Raw milk of camel,2003,tonnes,1841985.0
4498,Raw milk of camel,2004,tonnes,2061520.0
4499,Raw milk of camel,2005,tonnes,2002593.0
4500,Raw milk of camel,2006,tonnes,1811895.0
4501,Raw milk of camel,2007,tonnes,2372301.0
4502,Raw milk of camel,2008,tonnes,2744271.0
4503,Raw milk of camel,2009,tonnes,2620134.0
4504,Raw milk of camel,2010,tonnes,2735822.0
4505,Raw milk of camel,2011,tonnes,2678655.0
4506,Raw milk of camel,2012,tonnes,2676320.0
4507,Raw milk of camel,2013,tonnes,2814549.0
4508,Raw milk of camel,2014,tonnes,2575657.0
4509,Raw milk of camel,2015,tonnes,2751924.0
4510,Raw milk of camel,2016,tonnes,2733428.0
4511,Raw milk of camel,2017,tonnes,2958286.0
4512,Raw milk of camel,2018,tonnes,2859913.0
4513,Raw milk of camel,2019,tonnes,3075089.0
4514,Raw milk of camel,2020,tonnes,3137920.0
4515,Raw milk of cattle,2000,tonnes,482820663.0
4516,Raw milk of cattle,2001,tonnes,489236913.0
4517,Raw milk of cattle,2002,tonnes,501439399.0
4518,Raw milk of cattle,2003,tonnes,509920532.0
4519,Raw milk of cattle,2004,tonnes,519032841.0
4520,Raw milk of cattle,2005,tonnes,536498653.0
4521,Raw milk of cattle,2006,tonnes,554809986.0
4522,Raw milk of cattle,2007,tonnes,567061557.0
4523,Raw milk of cattle,2008,tonnes,579669954.0
4524,Raw milk of cattle,2009,tonnes,583817649.0
4525,Raw milk of cattle,2010,tonnes,595083012.0
4526,Raw milk of cattle,2011,tonnes,609277287.0
4527,Raw milk of cattle,2012,tonnes,626424279.0
4528,Raw milk of cattle,2013,tonnes,634904807.0
4529,Raw milk of cattle,2014,tonnes,655647592.0
4530,Raw milk of cattle,2015,tonnes,661710799.0
4531,Raw milk of cattle,2016,tonnes,666096605.0
4532,Raw milk of cattle,2017,tonnes,679582542.0
4533,Raw milk of cattle,2018,tonnes,696791175.0
4534,Raw milk of cattle,2019,tonnes,704786008.0
4535,Raw milk of cattle,2020,tonnes,714510830.0
4536,Raw milk of goats,2000,tonnes,12216443.0
4537,Raw milk of goats,2001,tonnes,12532954.0
4538,Raw milk of goats,2002,tonnes,12955817.0
4539,Raw milk of goats,2003,tonnes,13405492.0
4540,Raw milk of goats,2004,tonnes,13550557.0
4541,Raw milk of goats,2005,tonnes,14086675.0
4542,Raw milk of goats,2006,tonnes,14391875.0
4543,Raw milk of goats,2007,tonnes,15350138.0
4544,Raw milk of goats,2008,tonnes,15486812.0
4545,Raw milk of goats,2009,tonnes,15851407.0
4546,Raw milk of goats,2010,tonnes,15960817.0
4547,Raw milk of goats,2011,tonnes,16493086.0
4548,Raw milk of goats,2012,tonnes,17834407.0
4549,Raw milk of goats,2013,tonnes,17919423.0
4550,Raw milk of goats,2014,tonnes,18016885.0
4551,Raw milk of goats,2015,tonnes,18238886.0
4552,Raw milk of goats,2016,tonnes,18883083.0
4553,Raw milk of goats,2017,tonnes,19601360.0
4554,Raw milk of goats,2018,tonnes,19844826.0
4555,Raw milk of goats,2019,tonnes,19457175.0
4556,Raw milk of goats,2020,tonnes,20087294.0
4557,Raw milk of sheep,2000,tonnes,7774168.0
4558,Raw milk of sheep,2001,tonnes,7966164.0
4559,Raw milk of sheep,2002,tonnes,7793812.0
4560,Raw milk of sheep,2003,tonnes,8005315.0
4561,Raw milk of sheep,2004,tonnes,8189242.0
4562,Raw milk of sheep,2005,tonnes,8420368.0
4563,Raw milk of sheep,2006,tonnes,8568207.0
4564,Raw milk of sheep,2007,tonnes,8677585.0
4565,Raw milk of sheep,2008,tonnes,8447731.0
4566,Raw milk of sheep,2009,tonnes,8821487.0
4567,Raw milk of sheep,2010,tonnes,9420726.0
4568,Raw milk of sheep,2011,tonnes,9381535.0
4569,Raw milk of sheep,2012,tonnes,9588090.0
4570,Raw milk of sheep,2013,tonnes,9639543.0
4571,Raw milk of sheep,2014,tonnes,9749431.0
4572,Raw milk of sheep,2015,tonnes,9814978.0
4573,Raw milk of sheep,2016,tonnes,9961795.0
4574,Raw milk of sheep,2017,tonnes,10254916.0
4575,Raw milk of sheep,2018,tonnes,10133123.0
4576,Raw milk of sheep,2019,tonnes,10385889.0
4577,Raw milk of sheep,2020,tonnes,10392968.0
4578,Raw silk (not thrown),2000,tonnes,99905.0
4579,Raw silk (not thrown),2001,tonnes,117878.0
4580,Raw silk (not thrown),2002,tonnes,125662.0
4581,Raw silk (not thrown),2003,tonnes,120151.0
4582,Raw silk (not thrown),2004,tonnes,130328.0
