,Area,longitude,latitude,Item,Element,Unit,Year,Quantity
11393,Slovenia,14.995463,46.151241,"Treenuts, Total",Yield,hg/ha,2011,24675.0
11394,Solomon Is.,160.156194,-9.64571,"Cereals, Total",Yield,hg/ha,2011,22486.0
11395,Solomon Is.,160.156194,-9.64571,"Milk, Total",Yield,hg/An,2011,13782.0
11396,Solomon Is.,160.156194,-9.64571,"Pulses, Total",Yield,hg/ha,2011,12500.0
11397,Solomon Is.,160.156194,-9.64571,"Roots and Tubers, Total",Yield,hg/ha,2011,134436.0
11398,Solomon Is.,160.156194,-9.64571,"Treenuts, Total",Yield,hg/ha,2011,10000.0
11399,Somalia,46.199616,5.152149,"Cereals, Total",Yield,hg/ha,2011,4572.0
11400,Somalia,46.199616,5.152149,"Citrus Fruit, Total",Yield,hg/ha,2011,59418.0
11401,Somalia,46.199616,5.152149,"Milk, Total",Yield,hg/An,2011,1388.0
11402,Somalia,46.199616,5.152149,"Pulses, Total",Yield,hg/ha,2011,2908.0
11403,Somalia,46.199616,5.152149,"Roots and Tubers, Total",Yield,hg/ha,2011,96104.0
11404,South Africa,22.937506,-30.559482,"Cereals, Total",Yield,hg/ha,2011,40170.0
11405,South Africa,22.937506,-30.559482,"Citrus Fruit, Total",Yield,hg/ha,2011,314793.0
11406,South Africa,22.937506,-30.559482,"Milk, Total",Yield,hg/An,2011,32031.0
11407,South Africa,22.937506,-30.559482,"Pulses, Total",Yield,hg/ha,2011,8988.0
11408,South Africa,22.937506,-30.559482,"Roots and Tubers, Total",Yield,hg/ha,2011,277955.0
11409,South Africa,22.937506,-30.559482,"Treenuts, Total",Yield,hg/ha,2011,36589.0
11410,Spain,-3.74922,40.463667,"Cereals, Total",Yield,hg/ha,2011,36918.0
11411,Spain,-3.74922,40.463667,"Citrus Fruit, Total",Yield,hg/ha,2011,180608.0
11412,Spain,-3.74922,40.463667,"Milk, Total",Yield,hg/An,2011,15486.0
11413,Spain,-3.74922,40.463667,"Pulses, Total",Yield,hg/ha,2011,9925.0
11414,Spain,-3.74922,40.463667,"Roots and Tubers, Total",Yield,hg/ha,2011,305151.0
11415,Spain,-3.74922,40.463667,"Treenuts, Total",Yield,hg/ha,2011,4495.0
11416,Sri Lanka,80.771797,7.873054,"Cereals, Total",Yield,hg/ha,2011,35208.0
11417,Sri Lanka,80.771797,7.873054,"Citrus Fruit, Total",Yield,hg/ha,2011,7098.0
11418,Sri Lanka,80.771797,7.873054,"Milk, Total",Yield,hg/An,2011,4520.0
11419,Sri Lanka,80.771797,7.873054,"Pulses, Total",Yield,hg/ha,2011,11042.0
11420,Sri Lanka,80.771797,7.873054,"Roots and Tubers, Total",Yield,hg/ha,2011,115860.0
11421,Sri Lanka,80.771797,7.873054,"Treenuts, Total",Yield,hg/ha,2011,2984.0
11422,Sudan,30.217636,12.862807,"Cereals, Total",Yield,hg/ha,2011,
11423,Sudan,30.217636,12.862807,"Citrus Fruit, Total",Yield,hg/ha,2011,
11424,Sudan,30.217636,12.862807,"Milk, Total",Yield,hg/An,2011,
11425,Sudan,30.217636,12.862807,"Pulses, Total",Yield,hg/ha,2011,
11426,Sudan,30.217636,12.862807,"Roots and Tubers, Total",Yield,hg/ha,2011,
11427,Suriname,-56.027783,3.919305,"Cereals, Total",Yield,hg/ha,2011,41327.0
11428,Suriname,-56.027783,3.919305,"Citrus Fruit, Total",Yield,hg/ha,2011,137279.0
11429,Suriname,-56.027783,3.919305,"Milk, Total",Yield,hg/An,2011,30023.0
11430,Suriname,-56.027783,3.919305,"Pulses, Total",Yield,hg/ha,2011,8250.0
11431,Suriname,-56.027783,3.919305,"Roots and Tubers, Total",Yield,hg/ha,2011,198140.0
11432,Sweden,18.643501,60.128161,"Cereals, Total",Yield,hg/ha,2011,47129.0
11433,Sweden,18.643501,60.128161,"Milk, Total",Yield,hg/An,2011,83407.0
11434,Sweden,18.643501,60.128161,"Pulses, Total",Yield,hg/ha,2011,30126.0
11435,Sweden,18.643501,60.128161,"Roots and Tubers, Total",Yield,hg/ha,2011,319681.0
11436,Switzerland,8.227512,46.818188,"Cereals, Total",Yield,hg/ha,2011,68746.0
11437,Switzerland,8.227512,46.818188,"Milk, Total",Yield,hg/An,2011,64145.0
11438,Switzerland,8.227512,46.818188,"Pulses, Total",Yield,hg/ha,2011,39933.0
11439,Switzerland,8.227512,46.818188,"Roots and Tubers, Total",Yield,hg/ha,2011,457778.0
11440,Switzerland,8.227512,46.818188,"Treenuts, Total",Yield,hg/ha,2011,16800.0
11441,Syria,38.996815,34.802075,"Cereals, Total",Yield,hg/ha,2011,16790.0
11442,Syria,38.996815,34.802075,"Citrus Fruit, Total",Yield,hg/ha,2011,279250.0
11443,Syria,38.996815,34.802075,"Milk, Total",Yield,hg/An,2011,1829.0
11444,Syria,38.996815,34.802075,"Pulses, Total",Yield,hg/ha,2011,9026.0
11445,Syria,38.996815,34.802075,"Roots and Tubers, Total",Yield,hg/ha,2011,202335.0
11446,Syria,38.996815,34.802075,"Treenuts, Total",Yield,hg/ha,2011,15232.0
11447,Tajikistan,71.276093,38.861034,"Cereals, Total",Yield,hg/ha,2011,25193.0
11448,Tajikistan,71.276093,38.861034,"Citrus Fruit, Total",Yield,hg/ha,2011,134661.0
11449,Tajikistan,71.276093,38.861034,"Milk, Total",Yield,hg/An,2011,5776.0
11450,Tajikistan,71.276093,38.861034,"Pulses, Total",Yield,hg/ha,2011,38017.0
11451,Tajikistan,71.276093,38.861034,"Roots and Tubers, Total",Yield,hg/ha,2011,235049.0
11452,Tajikistan,71.276093,38.861034,"Treenuts, Total",Yield,hg/ha,2011,9219.0
11453,Thailand,100.992541,15.870032,"Cereals, Total",Yield,hg/ha,2011,32572.0
11454,Thailand,100.992541,15.870032,"Citrus Fruit, Total",Yield,hg/ha,2011,120299.0
11455,Thailand,100.992541,15.870032,"Milk, Total",Yield,hg/An,2011,57418.0
11456,Thailand,100.992541,15.870032,"Pulses, Total",Yield,hg/ha,2011,9487.0
11457,Thailand,100.992541,15.870032,"Roots and Tubers, Total",Yield,hg/ha,2011,191553.0
11458,Thailand,100.992541,15.870032,"Treenuts, Total",Yield,hg/ha,2011,14414.0
11459,Timor-Leste,125.727539,-8.874217,"Cereals, Total",Yield,hg/ha,2011,25861.0
11460,Timor-Leste,125.727539,-8.874217,"Citrus Fruit, Total",Yield,hg/ha,2011,84974.0
11461,Timor-Leste,125.727539,-8.874217,"Milk, Total",Yield,hg/An,2011,1511.0
11462,Timor-Leste,125.727539,-8.874217,"Pulses, Total",Yield,hg/ha,2011,11290.0
11463,Timor-Leste,125.727539,-8.874217,"Roots and Tubers, Total",Yield,hg/ha,2011,35332.0
11464,Togo,0.824782,8.619543,"Cereals, Total",Yield,hg/ha,2011,12263.0
11465,Togo,0.824782,8.619543,"Citrus Fruit, Total",Yield,hg/ha,2011,45917.0
11466,Togo,0.824782,8.619543,"Milk, Total",Yield,hg/An,2011,2445.0
11467,Togo,0.824782,8.619543,"Pulses, Total",Yield,hg/ha,2011,3925.0
11468,Togo,0.824782,8.619543,"Roots and Tubers, Total",Yield,hg/ha,2011,72502.0
11469,Togo,0.824782,8.619543,"Treenuts, Total",Yield,hg/ha,2011,14255.0
11470,Tokelau,-171.855881,-8.967363,"Roots and Tubers, Total",Yield,hg/ha,2011,134000.0
11471,Tonga,-175.198242,-21.178986,"Citrus Fruit, Total",Yield,hg/ha,2011,26879.0
11472,Tonga,-175.198242,-21.178986,"Milk, Total",Yield,hg/An,2011,19250.0
11473,Tonga,-175.198242,-21.178986,"Roots and Tubers, Total",Yield,hg/ha,2011,113494.0
11474,Trinidad and Tobago,-61.222503,10.691803,"Cereals, Total",Yield,hg/ha,2011,16396.0
11475,Trinidad and Tobago,-61.222503,10.691803,"Citrus Fruit, Total",Yield,hg/ha,2011,56176.0
11476,Trinidad and Tobago,-61.222503,10.691803,"Milk, Total",Yield,hg/An,2011,4497.0
11477,Trinidad and Tobago,-61.222503,10.691803,"Pulses, Total",Yield,hg/ha,2011,14009.0
11478,Trinidad and Tobago,-61.222503,10.691803,"Roots and Tubers, Total",Yield,hg/ha,2011,53337.0
11479,Tunisia,9.537499,33.886917,"Cereals, Total",Yield,hg/ha,2011,17108.0
11480,Tunisia,9.537499,33.886917,"Citrus Fruit, Total",Yield,hg/ha,2011,120554.0
11481,Tunisia,9.537499,33.886917,"Milk, Total",Yield,hg/An,2011,7705.0
11482,Tunisia,9.537499,33.886917,"Pulses, Total",Yield,hg/ha,2011,11320.0
11483,Tunisia,9.537499,33.886917,"Roots and Tubers, Total",Yield,hg/ha,2011,148760.0
11484,Tunisia,9.537499,33.886917,"Treenuts, Total",Yield,hg/ha,2011,2898.0
11485,Turkey,35.243322,38.963745,"Cereals, Total",Yield,hg/ha,2011,29700.0
11486,Turkey,35.243322,38.963745,"Citrus Fruit, Total",Yield,hg/ha,2011,299935.0
11487,Turkey,35.243322,38.963745,"Milk, Total",Yield,hg/An,2011,7763.0
11488,Turkey,35.243322,38.963745,"Pulses, Total",Yield,hg/ha,2011,15257.0
11489,Turkey,35.243322,38.963745,"Roots and Tubers, Total",Yield,hg/ha,2011,323972.0
11490,Turkey,35.243322,38.963745,"Treenuts, Total",Yield,hg/ha,2011,14279.0
11491,Turkmenistan,59.556278,38.969719,"Cereals, Total",Yield,hg/ha,2011,13660.0
11492,Turkmenistan,59.556278,38.969719,"Milk, Total",Yield,hg/An,2011,20498.0
11493,Turkmenistan,59.556278,38.969719,"Pulses, Total",Yield,hg/ha,2011,18052.0
11494,Turkmenistan,59.556278,38.969719,"Roots and Tubers, Total",Yield,hg/ha,2011,166556.0
11495,Turkmenistan,59.556278,38.969719,"Treenuts, Total",Yield,hg/ha,2011,8000.0
11496,Uganda,32.290275,1.373333,"Cereals, Total",Yield,hg/ha,2011,20569.0
11497,Uganda,32.290275,1.373333,"Milk, Total",Yield,hg/An,2011,4171.0
11498,Uganda,32.290275,1.373333,"Pulses, Total",Yield,hg/ha,2011,12873.0
11499,Uganda,32.290275,1.373333,"Roots and Tubers, Total",Yield,hg/ha,2011,45193.0
11500,Ukraine,31.16558,48.379433,"Cereals, Total",Yield,hg/ha,2011,37537.0
11501,Ukraine,31.16558,48.379433,"Milk, Total",Yield,hg/An,2011,30602.0
11502,Ukraine,31.16558,48.379433,"Pulses, Total",Yield,hg/ha,2011,14609.0
11503,Ukraine,31.16558,48.379433,"Roots and Tubers, Total",Yield,hg/ha,2011,168039.0
11504,Ukraine,31.16558,48.379433,"Treenuts, Total",Yield,hg/ha,2011,79989.0
11505,United Arab Emirates,53.847818,23.424076,"Cereals, Total",Yield,hg/ha,2011,240314.0
11506,United Arab Emirates,53.847818,23.424076,"Citrus Fruit, Total",Yield,hg/ha,2011,135451.0
11507,United Arab Emirates,53.847818,23.424076,"Milk, Total",Yield,hg/An,2011,822.0
11508,United Arab Emirates,53.847818,23.424076,"Roots and Tubers, Total",Yield,hg/ha,2011,233234.0
11509,United Arab Emirates,53.847818,23.424076,"Treenuts, Total",Yield,hg/ha,2011,14746.0
11510,United Kingdom,-3.435973,55.378051,"Cereals, Total",Yield,hg/ha,2011,69847.0
11511,United Kingdom,-3.435973,55.378051,"Milk, Total",Yield,hg/An,2011,76303.0
11512,United Kingdom,-3.435973,55.378051,"Pulses, Total",Yield,hg/ha,2011,34265.0
11513,United Kingdom,-3.435973,55.378051,"Roots and Tubers, Total",Yield,hg/ha,2011,432192.0
11514,Tanzania,34.888822,-6.369028,"Cereals, Total",Yield,hg/ha,2011,13904.0
11515,Tanzania,34.888822,-6.369028,"Citrus Fruit, Total",Yield,hg/ha,2011,77747.0
11516,Tanzania,34.888822,-6.369028,"Milk, Total",Yield,hg/An,2011,1984.0
11517,Tanzania,34.888822,-6.369028,"Pulses, Total",Yield,hg/ha,2011,8488.0
11518,Tanzania,34.888822,-6.369028,"Roots and Tubers, Total",Yield,hg/ha,2011,59517.0
11519,Tanzania,34.888822,-6.369028,"Treenuts, Total",Yield,hg/ha,2011,3516.0
11520,United States of America,-95.712891,37.09024,"Cereals, Total",Yield,hg/ha,2011,68035.0
11521,United States of America,-95.712891,37.09024,"Citrus Fruit, Total",Yield,hg/ha,2011,325635.0
11522,United States of America,-95.712891,37.09024,"Milk, Total",Yield,hg/An,2011,93162.0
11523,United States of America,-95.712891,37.09024,"Pulses, Total",Yield,hg/ha,2011,17672.0
11524,United States of America,-95.712891,37.09024,"Roots and Tubers, Total",Yield,hg/ha,2011,423829.0
11525,United States of America,-95.712891,37.09024,"Treenuts, Total",Yield,hg/ha,2011,46529.0
11526,Uruguay,-55.765835,-32.522779,"Cereals, Total",Yield,hg/ha,2011,44109.0
11527,Uruguay,-55.765835,-32.522779,"Citrus Fruit, Total",Yield,hg/ha,2011,185504.0
11528,Uruguay,-55.765835,-32.522779,"Milk, Total",Yield,hg/An,2011,26744.0
11529,Uruguay,-55.765835,-32.522779,"Pulses, Total",Yield,hg/ha,2011,9682.0
11530,Uruguay,-55.765835,-32.522779,"Roots and Tubers, Total",Yield,hg/ha,2011,127489.0
11531,Uzbekistan,64.585262,41.377491,"Cereals, Total",Yield,hg/ha,2011,44299.0
11532,Uzbekistan,64.585262,41.377491,"Citrus Fruit, Total",Yield,hg/ha,2011,135611.0
11533,Uzbekistan,64.585262,41.377491,"Milk, Total",Yield,hg/An,2011,15312.0
11534,Uzbekistan,64.585262,41.377491,"Pulses, Total",Yield,hg/ha,2011,29542.0
11535,Uzbekistan,64.585262,41.377491,"Roots and Tubers, Total",Yield,hg/ha,2011,253071.0
11536,Uzbekistan,64.585262,41.377491,"Treenuts, Total",Yield,hg/ha,2011,34912.0
11537,Vanuatu,166.959158,-15.376706,"Cereals, Total",Yield,hg/ha,2011,5711.0
11538,Vanuatu,166.959158,-15.376706,"Milk, Total",Yield,hg/An,2011,2267.0
11539,Vanuatu,166.959158,-15.376706,"Roots and Tubers, Total",Yield,hg/ha,2011,80645.0
11540,Venezuela,-66.58973,6.42375,"Cereals, Total",Yield,hg/ha,2011,34611.0
11541,Venezuela,-66.58973,6.42375,"Citrus Fruit, Total",Yield,hg/ha,2011,135975.0
11542,Venezuela,-66.58973,6.42375,"Milk, Total",Yield,hg/An,2011,12080.0
11543,Venezuela,-66.58973,6.42375,"Pulses, Total",Yield,hg/ha,2011,8187.0
11544,Venezuela,-66.58973,6.42375,"Roots and Tubers, Total",Yield,hg/ha,2011,139279.0
11545,Vietnam,108.277199,14.058324,"Cereals, Total",Yield,hg/ha,2011,53812.0
11546,Vietnam,108.277199,14.058324,"Citrus Fruit, Total",Yield,hg/ha,2011,118975.0
11547,Vietnam,108.277199,14.058324,"Milk, Total",Yield,hg/An,2011,24810.0
11548,Vietnam,108.277199,14.058324,"Pulses, Total",Yield,hg/ha,2011,9063.0
11549,Vietnam,108.277199,14.058324,"Roots and Tubers, Total",Yield,hg/ha,2011,159038.0
11550,Vietnam,108.277199,14.058324,"Treenuts, Total",Yield,hg/ha,2011,9727.0
11551,Yemen,48.516388,15.552727,"Cereals, Total",Yield,hg/ha,2011,10225.0
11552,Yemen,48.516388,15.552727,"Citrus Fruit, Total",Yield,hg/ha,2011,137364.0
11553,Yemen,48.516388,15.552727,"Milk, Total",Yield,hg/An,2011,640.0
11554,Yemen,48.516388,15.552727,"Pulses, Total",Yield,hg/ha,2011,18061.0
11555,Yemen,48.516388,15.552727,"Roots and Tubers, Total",Yield,hg/ha,2011,136900.0
11556,Yemen,48.516388,15.552727,"Treenuts, Total",Yield,hg/ha,2011,18735.0
11557,Zambia,27.849332,-13.133897,"Cereals, Total",Yield,hg/ha,2011,27451.0
11558,Zambia,27.849332,-13.133897,"Citrus Fruit, Total",Yield,hg/ha,2011,40740.0
11559,Zambia,27.849332,-13.133897,"Milk, Total",Yield,hg/An,2011,13902.0
11560,Zambia,27.849332,-13.133897,"Pulses, Total",Yield,hg/ha,2011,4822.0
11561,Zambia,27.849332,-13.133897,"Roots and Tubers, Total",Yield,hg/ha,2011,54167.0
11562,Zimbabwe,29.154857,-19.015438,"Cereals, Total",Yield,hg/ha,2011,5874.0
11563,Zimbabwe,29.154857,-19.015438,"Citrus Fruit, Total",Yield,hg/ha,2011,69597.0
11564,Zimbabwe,29.154857,-19.015438,"Milk, Total",Yield,hg/An,2011,4301.0
11565,Zimbabwe,29.154857,-19.015438,"Pulses, Total",Yield,hg/ha,2011,3483.0
11566,Zimbabwe,29.154857,-19.015438,"Roots and Tubers, Total",Yield,hg/ha,2011,43825.0
11567,Zimbabwe,29.154857,-19.015438,"Treenuts, Total",Yield,hg/ha,2011,12688.0
11568,Afghanistan,67.709953,33.93911,"Cereals, Total",Yield,hg/ha,2012,20296.0
11569,Afghanistan,67.709953,33.93911,"Citrus Fruit, Total",Yield,hg/ha,2012,66667.0
11570,Afghanistan,67.709953,33.93911,"Milk, Total",Yield,hg/An,2012,1374.0
11571,Afghanistan,67.709953,33.93911,"Pulses, Total",Yield,hg/ha,2012,7989.0
11572,Afghanistan,67.709953,33.93911,"Roots and Tubers, Total",Yield,hg/ha,2012,109524.0
11573,Afghanistan,67.709953,33.93911,"Treenuts, Total",Yield,hg/ha,2012,41417.0
11574,Albania,20.168331,41.153332,"Cereals, Total",Yield,hg/ha,2012,48838.0
11575,Albania,20.168331,41.153332,"Citrus Fruit, Total",Yield,hg/ha,2012,245573.0
11576,Albania,20.168331,41.153332,"Milk, Total",Yield,hg/An,2012,4679.0
11577,Albania,20.168331,41.153332,"Pulses, Total",Yield,hg/ha,2012,13408.0
11578,Albania,20.168331,41.153332,"Roots and Tubers, Total",Yield,hg/ha,2012,250538.0
11579,Albania,20.168331,41.153332,"Treenuts, Total",Yield,hg/ha,2012,45165.0
11580,Algeria,1.659626,28.033886,"Cereals, Total",Yield,hg/ha,2012,16776.0
11581,Algeria,1.659626,28.033886,"Citrus Fruit, Total",Yield,hg/ha,2012,165425.0
11582,Algeria,1.659626,28.033886,"Milk, Total",Yield,hg/An,2012,2009.0
11583,Algeria,1.659626,28.033886,"Pulses, Total",Yield,hg/ha,2012,9872.0
11584,Algeria,1.659626,28.033886,"Roots and Tubers, Total",Yield,hg/ha,2012,304291.0
11585,Algeria,1.659626,28.033886,"Treenuts, Total",Yield,hg/ha,2012,13304.0
11586,Angola,17.873887,-11.202692,"Cereals, Total",Yield,hg/ha,2012,5520.0
11587,Angola,17.873887,-11.202692,"Citrus Fruit, Total",Yield,hg/ha,2012,72344.0
11588,Angola,17.873887,-11.202692,"Milk, Total",Yield,hg/An,2012,5521.0
11589,Angola,17.873887,-11.202692,"Pulses, Total",Yield,hg/ha,2012,1747.0
11590,Angola,17.873887,-11.202692,"Roots and Tubers, Total",Yield,hg/ha,2012,93324.0
11591,Angola,17.873887,-11.202692,"Treenuts, Total",Yield,hg/ha,2012,7143.0
11592,Antigua and Barbuda,-61.796428,17.060816,"Cereals, Total",Yield,hg/ha,2012,15909.0
11593,Antigua and Barbuda,-61.796428,17.060816,"Citrus Fruit, Total",Yield,hg/ha,2012,47727.0
11594,Antigua and Barbuda,-61.796428,17.060816,"Milk, Total",Yield,hg/An,2012,8857.0
11595,Antigua and Barbuda,-61.796428,17.060816,"Roots and Tubers, Total",Yield,hg/ha,2012,49091.0
11596,Argentina,-63.616672,-38.416097,"Cereals, Total",Yield,hg/ha,2012,41624.0
11597,Argentina,-63.616672,-38.416097,"Citrus Fruit, Total",Yield,hg/ha,2012,223794.0
11598,Argentina,-63.616672,-38.416097,"Milk, Total",Yield,hg/An,2012,51708.0
11599,Argentina,-63.616672,-38.416097,"Pulses, Total",Yield,hg/ha,2012,13975.0
11600,Argentina,-63.616672,-38.416097,"Roots and Tubers, Total",Yield,hg/ha,2012,238640.0
11601,Argentina,-63.616672,-38.416097,"Treenuts, Total",Yield,hg/ha,2012,25865.0
11602,Armenia,45.038189,40.069099,"Cereals, Total",Yield,hg/ha,2012,26505.0
11603,Armenia,45.038189,40.069099,"Milk, Total",Yield,hg/An,2012,8887.0
11604,Armenia,45.038189,40.069099,"Pulses, Total",Yield,hg/ha,2012,25277.0
11605,Armenia,45.038189,40.069099,"Roots and Tubers, Total",Yield,hg/ha,2012,207151.0
11606,Armenia,45.038189,40.069099,"Treenuts, Total",Yield,hg/ha,2012,28775.0
11607,Australia,133.775136,-25.274398,"Cereals, Total",Yield,hg/ha,2012,22316.0
11608,Australia,133.775136,-25.274398,"Citrus Fruit, Total",Yield,hg/ha,2012,196737.0
11609,Australia,133.775136,-25.274398,"Milk, Total",Yield,hg/An,2012,55753.0
11610,Australia,133.775136,-25.274398,"Pulses, Total",Yield,hg/ha,2012,12567.0
11611,Australia,133.775136,-25.274398,"Roots and Tubers, Total",Yield,hg/ha,2012,380057.0
11612,Australia,133.775136,-25.274398,"Treenuts, Total",Yield,hg/ha,2012,26755.0
11613,Austria,14.550072,47.516231,"Cereals, Total",Yield,hg/ha,2012,60029.0
11614,Austria,14.550072,47.516231,"Milk, Total",Yield,hg/An,2012,58501.0
11615,Austria,14.550072,47.516231,"Pulses, Total",Yield,hg/ha,2012,18667.0
11616,Austria,14.550072,47.516231,"Roots and Tubers, Total",Yield,hg/ha,2012,305489.0
11617,Austria,14.550072,47.516231,"Treenuts, Total",Yield,hg/ha,2012,
11618,Azerbaijan,47.576927,40.143105,"Cereals, Total",Yield,hg/ha,2012,26597.0
11619,Azerbaijan,47.576927,40.143105,"Citrus Fruit, Total",Yield,hg/ha,2012,134611.0
11620,Azerbaijan,47.576927,40.143105,"Milk, Total",Yield,hg/An,2012,9669.0
11621,Azerbaijan,47.576927,40.143105,"Pulses, Total",Yield,hg/ha,2012,19209.0
11622,Azerbaijan,47.576927,40.143105,"Roots and Tubers, Total",Yield,hg/ha,2012,146740.0
11623,Azerbaijan,47.576927,40.143105,"Treenuts, Total",Yield,hg/ha,2012,13702.0
11624,Bahamas,-77.39628,25.03428,"Cereals, Total",Yield,hg/ha,2012,73404.0
11625,Bahamas,-77.39628,25.03428,"Citrus Fruit, Total",Yield,hg/ha,2012,303834.0
11626,Bahamas,-77.39628,25.03428,"Milk, Total",Yield,hg/An,2012,3906.0
11627,Bahamas,-77.39628,25.03428,"Pulses, Total",Yield,hg/ha,2012,13435.0
11628,Bahamas,-77.39628,25.03428,"Roots and Tubers, Total",Yield,hg/ha,2012,50000.0
11629,Bahrain,50.637772,25.930414,"Citrus Fruit, Total",Yield,hg/ha,2012,115789.0
11630,Bahrain,50.637772,25.930414,"Milk, Total",Yield,hg/An,2012,13419.0
11631,Bahrain,50.637772,25.930414,"Pulses, Total",Yield,hg/ha,2012,184615.0
11632,Bahrain,50.637772,25.930414,"Roots and Tubers, Total",Yield,hg/ha,2012,205000.0
11633,Bahrain,50.637772,25.930414,"Treenuts, Total",Yield,hg/ha,2012,20588.0
11634,Bangladesh,90.356331,23.684994,"Cereals, Total",Yield,hg/ha,2012,43958.0
11635,Bangladesh,90.356331,23.684994,"Citrus Fruit, Total",Yield,hg/ha,2012,50641.0
11636,Bangladesh,90.356331,23.684994,"Milk, Total",Yield,hg/An,2012,1013.0
11637,Bangladesh,90.356331,23.684994,"Pulses, Total",Yield,hg/ha,2012,8521.0
11638,Bangladesh,90.356331,23.684994,"Roots and Tubers, Total",Yield,hg/ha,2012,185893.0
11639,Barbados,-59.543198,13.193887,"Cereals, Total",Yield,hg/ha,2012,32000.0
11640,Barbados,-59.543198,13.193887,"Milk, Total",Yield,hg/An,2012,18624.0
11641,Barbados,-59.543198,13.193887,"Pulses, Total",Yield,hg/ha,2012,25334.0
11642,Barbados,-59.543198,13.193887,"Roots and Tubers, Total",Yield,hg/ha,2012,150726.0
11643,Belarus,27.953389,53.709807,"Cereals, Total",Yield,hg/ha,2012,34791.0
11644,Belarus,27.953389,53.709807,"Milk, Total",Yield,hg/An,2012,44679.0
11645,Belarus,27.953389,53.709807,"Pulses, Total",Yield,hg/ha,2012,26089.0
11646,Belarus,27.953389,53.709807,"Roots and Tubers, Total",Yield,hg/ha,2012,208131.0
11647,Belarus,27.953389,53.709807,"Treenuts, Total",Yield,hg/ha,2012,25789.0
11648,Belgium,4.469936,50.503887,"Cereals, Total",Yield,hg/ha,2012,86663.0
11649,Belgium,4.469936,50.503887,"Milk, Total",Yield,hg/An,2012,61610.0
11650,Belgium,4.469936,50.503887,"Pulses, Total",Yield,hg/ha,2012,42215.0
11651,Belgium,4.469936,50.503887,"Roots and Tubers, Total",Yield,hg/ha,2012,454233.0
11652,Belgium,4.469936,50.503887,"Treenuts, Total",Yield,hg/ha,2012,22312.0
11653,Belize,-88.49765,17.189877,"Cereals, Total",Yield,hg/ha,2012,34511.0
11654,Belize,-88.49765,17.189877,"Citrus Fruit, Total",Yield,hg/ha,2012,142569.0
11655,Belize,-88.49765,17.189877,"Milk, Total",Yield,hg/An,2012,10770.0
11656,Belize,-88.49765,17.189877,"Pulses, Total",Yield,hg/ha,2012,10692.0
11657,Belize,-88.49765,17.189877,"Roots and Tubers, Total",Yield,hg/ha,2012,118989.0
11658,Belize,-88.49765,17.189877,"Treenuts, Total",Yield,hg/ha,2012,
11659,Benin,2.315834,9.30769,"Cereals, Total",Yield,hg/ha,2012,13732.0
11660,Benin,2.315834,9.30769,"Citrus Fruit, Total",Yield,hg/ha,2012,28000.0
11661,Benin,2.315834,9.30769,"Milk, Total",Yield,hg/An,2012,1708.0
11662,Benin,2.315834,9.30769,"Pulses, Total",Yield,hg/ha,2012,9264.0
11663,Benin,2.315834,9.30769,"Roots and Tubers, Total",Yield,hg/ha,2012,141921.0
11664,Benin,2.315834,9.30769,"Treenuts, Total",Yield,hg/ha,2012,3251.0
