Item,Item Hierarchy Type,Year,Quantity
"Other fruits, n.e.c.",Fruits and nuts,2018,36656766.0
"Other fruits, n.e.c.",Fruits and nuts,2019,37248930.0
"Other fruits, n.e.c.",Fruits and nuts,2020,37817038.0
Papayas,Fruits and nuts,2000,7212716.0
Papayas,Fruits and nuts,2001,8599123.0
Papayas,Fruits and nuts,2002,8478009.0
Papayas,Fruits and nuts,2003,8214692.0
Papayas,Fruits and nuts,2004,8705836.0
Papayas,Fruits and nuts,2005,8255387.0
Papayas,Fruits and nuts,2006,9118904.0
Papayas,Fruits and nuts,2007,9632180.0
Papayas,Fruits and nuts,2008,10072491.0
Papayas,Fruits and nuts,2009,10590161.0
Papayas,Fruits and nuts,2010,10781907.0
Papayas,Fruits and nuts,2011,11293137.0
Papayas,Fruits and nuts,2012,12030227.0
Papayas,Fruits and nuts,2013,12352939.0
Papayas,Fruits and nuts,2014,12736480.0
Papayas,Fruits and nuts,2015,12180644.0
Papayas,Fruits and nuts,2016,12976227.0
Papayas,Fruits and nuts,2017,12978882.0
Papayas,Fruits and nuts,2018,13272718.0
Papayas,Fruits and nuts,2019,13641294.0
Papayas,Fruits and nuts,2020,13894705.0
Peaches and nectarines,Fruits and nuts,2000,13236663.0
Peaches and nectarines,Fruits and nuts,2001,13870652.0
Peaches and nectarines,Fruits and nuts,2002,14770627.0
Peaches and nectarines,Fruits and nuts,2003,15373709.0
Peaches and nectarines,Fruits and nuts,2004,16641778.0
Peaches and nectarines,Fruits and nuts,2005,17980260.0
Peaches and nectarines,Fruits and nuts,2006,18387001.0
Peaches and nectarines,Fruits and nuts,2007,19514740.0
Peaches and nectarines,Fruits and nuts,2008,19715614.0
Peaches and nectarines,Fruits and nuts,2009,20372127.0
Peaches and nectarines,Fruits and nuts,2010,20531684.0
Peaches and nectarines,Fruits and nuts,2011,21222570.0
Peaches and nectarines,Fruits and nuts,2012,21286190.0
Peaches and nectarines,Fruits and nuts,2013,21790070.0
Peaches and nectarines,Fruits and nuts,2014,22524607.0
Peaches and nectarines,Fruits and nuts,2015,23898031.0
Peaches and nectarines,Fruits and nuts,2016,23266305.0
Peaches and nectarines,Fruits and nuts,2017,24165097.0
Peaches and nectarines,Fruits and nuts,2018,24307045.0
Peaches and nectarines,Fruits and nuts,2019,24841792.0
Peaches and nectarines,Fruits and nuts,2020,24569744.0
"Peas, green",Vegetables,2000,12121417.0
"Peas, green",Vegetables,2001,12338508.0
"Peas, green",Vegetables,2002,11702384.0
"Peas, green",Vegetables,2003,12322222.0
"Peas, green",Vegetables,2004,12573419.0
"Peas, green",Vegetables,2005,13080089.0
"Peas, green",Vegetables,2006,14050815.0
"Peas, green",Vegetables,2007,14625156.0
"Peas, green",Vegetables,2008,14865550.0
"Peas, green",Vegetables,2009,15680213.0
"Peas, green",Vegetables,2010,15929202.0
"Peas, green",Vegetables,2011,16916040.0
"Peas, green",Vegetables,2012,17001730.0
"Peas, green",Vegetables,2013,17363615.0
"Peas, green",Vegetables,2014,17366140.0
"Peas, green",Vegetables,2015,19348227.0
"Peas, green",Vegetables,2016,18623168.0
"Peas, green",Vegetables,2017,19268934.0
"Peas, green",Vegetables,2018,19462517.0
"Peas, green",Vegetables,2019,19564489.0
"Peas, green",Vegetables,2020,19866601.0
Pineapples,Fruits and nuts,2000,15105090.0
Pineapples,Fruits and nuts,2001,15646282.0
Pineapples,Fruits and nuts,2002,15784624.0
Pineapples,Fruits and nuts,2003,16121979.0
Pineapples,Fruits and nuts,2004,16735070.0
Pineapples,Fruits and nuts,2005,17778934.0
Pineapples,Fruits and nuts,2006,19827974.0
Pineapples,Fruits and nuts,2007,20041743.0
Pineapples,Fruits and nuts,2008,19683001.0
Pineapples,Fruits and nuts,2009,20279672.0
Pineapples,Fruits and nuts,2010,21324991.0
Pineapples,Fruits and nuts,2011,22791429.0
Pineapples,Fruits and nuts,2012,23974631.0
Pineapples,Fruits and nuts,2013,24495451.0
Pineapples,Fruits and nuts,2014,25427480.0
Pineapples,Fruits and nuts,2015,25813061.0
Pineapples,Fruits and nuts,2016,25947290.0
Pineapples,Fruits and nuts,2017,27387887.0
Pineapples,Fruits and nuts,2018,28328045.0
Pineapples,Fruits and nuts,2019,28212436.0
Pineapples,Fruits and nuts,2020,27812576.0
"Pistachios, in shell",Fruits and nuts,2000,549798.0
"Pistachios, in shell",Fruits and nuts,2001,295602.0
"Pistachios, in shell",Fruits and nuts,2002,518279.0
"Pistachios, in shell",Fruits and nuts,2003,472593.0
"Pistachios, in shell",Fruits and nuts,2004,442412.0
"Pistachios, in shell",Fruits and nuts,2005,515346.0
"Pistachios, in shell",Fruits and nuts,2006,664674.0
"Pistachios, in shell",Fruits and nuts,2007,749468.0
"Pistachios, in shell",Fruits and nuts,2008,525192.0
"Pistachios, in shell",Fruits and nuts,2009,553822.0
"Pistachios, in shell",Fruits and nuts,2010,718150.0
"Pistachios, in shell",Fruits and nuts,2011,624148.0
"Pistachios, in shell",Fruits and nuts,2012,759450.0
"Pistachios, in shell",Fruits and nuts,2013,679231.0
"Pistachios, in shell",Fruits and nuts,2014,887489.0
"Pistachios, in shell",Fruits and nuts,2015,861587.0
"Pistachios, in shell",Fruits and nuts,2016,1315148.0
"Pistachios, in shell",Fruits and nuts,2017,1167845.0
"Pistachios, in shell",Fruits and nuts,2018,988014.0
"Pistachios, in shell",Fruits and nuts,2019,885119.0
"Pistachios, in shell",Fruits and nuts,2020,1125305.0
Plantains and cooking bananas,Fruits and nuts,2000,27990747.0
Plantains and cooking bananas,Fruits and nuts,2001,29434004.0
Plantains and cooking bananas,Fruits and nuts,2002,29509408.0
Plantains and cooking bananas,Fruits and nuts,2003,29807845.0
Plantains and cooking bananas,Fruits and nuts,2004,30090378.0
Plantains and cooking bananas,Fruits and nuts,2005,30675231.0
Plantains and cooking bananas,Fruits and nuts,2006,31311430.0
Plantains and cooking bananas,Fruits and nuts,2007,32364757.0
Plantains and cooking bananas,Fruits and nuts,2008,27331057.0
Plantains and cooking bananas,Fruits and nuts,2009,27688356.0
Plantains and cooking bananas,Fruits and nuts,2010,28215229.0
Plantains and cooking bananas,Fruits and nuts,2011,28827037.0
Plantains and cooking bananas,Fruits and nuts,2012,29905415.0
Plantains and cooking bananas,Fruits and nuts,2013,31130112.0
Plantains and cooking bananas,Fruits and nuts,2014,38460567.0
Plantains and cooking bananas,Fruits and nuts,2015,39483061.0
Plantains and cooking bananas,Fruits and nuts,2016,38616222.0
Plantains and cooking bananas,Fruits and nuts,2017,38151720.0
Plantains and cooking bananas,Fruits and nuts,2018,38817748.0
Plantains and cooking bananas,Fruits and nuts,2019,43536725.0
Plantains and cooking bananas,Fruits and nuts,2020,43116591.0
Plums and sloes,Fruits and nuts,2000,8042874.0
Plums and sloes,Fruits and nuts,2001,8163877.0
Plums and sloes,Fruits and nuts,2002,8194386.0
Plums and sloes,Fruits and nuts,2003,9223437.0
Plums and sloes,Fruits and nuts,2004,8935794.0
Plums and sloes,Fruits and nuts,2005,9518627.0
Plums and sloes,Fruits and nuts,2006,10524892.0
Plums and sloes,Fruits and nuts,2007,9559440.0
Plums and sloes,Fruits and nuts,2008,10167714.0
Plums and sloes,Fruits and nuts,2009,10766421.0
Plums and sloes,Fruits and nuts,2010,10699871.0
Plums and sloes,Fruits and nuts,2011,11007173.0
Plums and sloes,Fruits and nuts,2012,10839893.0
Plums and sloes,Fruits and nuts,2013,11266338.0
Plums and sloes,Fruits and nuts,2014,11342496.0
Plums and sloes,Fruits and nuts,2015,11631629.0
Plums and sloes,Fruits and nuts,2016,11869355.0
Plums and sloes,Fruits and nuts,2017,11436378.0
Plums and sloes,Fruits and nuts,2018,12394607.0
Plums and sloes,Fruits and nuts,2019,12337940.0
Plums and sloes,Fruits and nuts,2020,12225073.0
Pomelos and grapefruits,Fruits and nuts,2000,5775112.0
Pomelos and grapefruits,Fruits and nuts,2001,5464062.0
Pomelos and grapefruits,Fruits and nuts,2002,5387930.0
Pomelos and grapefruits,Fruits and nuts,2003,5307504.0
Pomelos and grapefruits,Fruits and nuts,2004,5422933.0
Pomelos and grapefruits,Fruits and nuts,2005,4556504.0
Pomelos and grapefruits,Fruits and nuts,2006,4948857.0
Pomelos and grapefruits,Fruits and nuts,2007,7134783.0
Pomelos and grapefruits,Fruits and nuts,2008,7493153.0
Pomelos and grapefruits,Fruits and nuts,2009,7523721.0
Pomelos and grapefruits,Fruits and nuts,2010,7573594.0
Pomelos and grapefruits,Fruits and nuts,2011,7922822.0
Pomelos and grapefruits,Fruits and nuts,2012,8040422.0
Pomelos and grapefruits,Fruits and nuts,2013,8289667.0
Pomelos and grapefruits,Fruits and nuts,2014,8118388.0
Pomelos and grapefruits,Fruits and nuts,2015,8658590.0
Pomelos and grapefruits,Fruits and nuts,2016,8772689.0
Pomelos and grapefruits,Fruits and nuts,2017,8443392.0
Pomelos and grapefruits,Fruits and nuts,2018,8803165.0
Pomelos and grapefruits,Fruits and nuts,2019,9007778.0
Pomelos and grapefruits,Fruits and nuts,2020,9075130.0
"Pumpkins, squash and gourds",Vegetables,2000,17281990.0
"Pumpkins, squash and gourds",Vegetables,2001,17792840.0
"Pumpkins, squash and gourds",Vegetables,2002,19068012.0
"Pumpkins, squash and gourds",Vegetables,2003,20156417.0
"Pumpkins, squash and gourds",Vegetables,2004,20580671.0
"Pumpkins, squash and gourds",Vegetables,2005,20196013.0
"Pumpkins, squash and gourds",Vegetables,2006,20633501.0
"Pumpkins, squash and gourds",Vegetables,2007,21344186.0
"Pumpkins, squash and gourds",Vegetables,2008,21646255.0
"Pumpkins, squash and gourds",Vegetables,2009,22302143.0
"Pumpkins, squash and gourds",Vegetables,2010,22757370.0
"Pumpkins, squash and gourds",Vegetables,2011,23666239.0
"Pumpkins, squash and gourds",Vegetables,2012,23899574.0
"Pumpkins, squash and gourds",Vegetables,2013,24517390.0
"Pumpkins, squash and gourds",Vegetables,2014,25137219.0
"Pumpkins, squash and gourds",Vegetables,2015,25642676.0
"Pumpkins, squash and gourds",Vegetables,2016,26185332.0
"Pumpkins, squash and gourds",Vegetables,2017,26600280.0
"Pumpkins, squash and gourds",Vegetables,2018,27082447.0
"Pumpkins, squash and gourds",Vegetables,2019,27265653.0
"Pumpkins, squash and gourds",Vegetables,2020,27929346.0
Quinoa,Cereals,2000,52626.0
Quinoa,Cereals,2001,45886.0
Quinoa,Cereals,2002,54846.0
Quinoa,Cereals,2003,55540.0
Quinoa,Cereals,2004,52326.0
Quinoa,Cereals,2005,58443.0
Quinoa,Cereals,2006,57962.0
Quinoa,Cereals,2007,59115.0
Quinoa,Cereals,2008,57777.0
Quinoa,Cereals,2009,74353.0
Quinoa,Cereals,2010,79636.0
Quinoa,Cereals,2011,84198.0
Quinoa,Cereals,2012,97410.0
Quinoa,Cereals,2013,117719.0
Quinoa,Cereals,2014,186147.0
Quinoa,Cereals,2015,193822.0
Quinoa,Cereals,2016,148720.0
Quinoa,Cereals,2017,146735.0
Quinoa,Cereals,2018,159737.0
Quinoa,Cereals,2019,161054.0
Quinoa,Cereals,2020,175188.0
Raw milk of buffalo,Dairy and egg,2000,66652286.0
Raw milk of buffalo,Dairy and egg,2001,69415622.0
Raw milk of buffalo,Dairy and egg,2002,71010609.0
Raw milk of buffalo,Dairy and egg,2003,73655650.0
Raw milk of buffalo,Dairy and egg,2004,76135549.0
Raw milk of buffalo,Dairy and egg,2005,78917040.0
Raw milk of buffalo,Dairy and egg,2006,81218252.0
Raw milk of buffalo,Dairy and egg,2007,84481095.0
Raw milk of buffalo,Dairy and egg,2008,86419354.0
Raw milk of buffalo,Dairy and egg,2009,89079478.0
Raw milk of buffalo,Dairy and egg,2010,92496372.0
Raw milk of buffalo,Dairy and egg,2011,96114627.0
Raw milk of buffalo,Dairy and egg,2012,99041124.0
Raw milk of buffalo,Dairy and egg,2013,108448781.0
Raw milk of buffalo,Dairy and egg,2014,114053395.0
Raw milk of buffalo,Dairy and egg,2015,116025086.0
Raw milk of buffalo,Dairy and egg,2016,120160488.0
Raw milk of buffalo,Dairy and egg,2017,126117810.0
Raw milk of buffalo,Dairy and egg,2018,132444138.0
Raw milk of buffalo,Dairy and egg,2019,134791772.0
Raw milk of buffalo,Dairy and egg,2020,134425197.0
Raw milk of camel,Dairy and egg,2000,1810464.0
Raw milk of camel,Dairy and egg,2001,1769570.0
Raw milk of camel,Dairy and egg,2002,1857020.0
Raw milk of camel,Dairy and egg,2003,1907985.0
Raw milk of camel,Dairy and egg,2004,2122520.0
Raw milk of camel,Dairy and egg,2005,2058593.0
Raw milk of camel,Dairy and egg,2006,1861895.0
Raw milk of camel,Dairy and egg,2007,2424301.0
Raw milk of camel,Dairy and egg,2008,2798271.0
Raw milk of camel,Dairy and egg,2009,2678134.0
Raw milk of camel,Dairy and egg,2010,2794822.0
Raw milk of camel,Dairy and egg,2011,2737655.0
Raw milk of camel,Dairy and egg,2012,2627714.0
Raw milk of camel,Dairy and egg,2013,2765944.0
Raw milk of camel,Dairy and egg,2014,2527351.0
Raw milk of camel,Dairy and egg,2015,2702634.0
Raw milk of camel,Dairy and egg,2016,2684259.0
Raw milk of camel,Dairy and egg,2017,2909244.0
Raw milk of camel,Dairy and egg,2018,2810985.0
Raw milk of camel,Dairy and egg,2019,3025052.0
Raw milk of camel,Dairy and egg,2020,3086981.0
Raw milk of cattle,Dairy and egg,2000,487533166.0
Raw milk of cattle,Dairy and egg,2001,494432408.0
Raw milk of cattle,Dairy and egg,2002,507154433.0
Raw milk of cattle,Dairy and egg,2003,516122482.0
Raw milk of cattle,Dairy and egg,2004,525118734.0
Raw milk of cattle,Dairy and egg,2005,542651833.0
Raw milk of cattle,Dairy and egg,2006,560813732.0
Raw milk of cattle,Dairy and egg,2007,573199046.0
Raw milk of cattle,Dairy and egg,2008,585825423.0
Raw milk of cattle,Dairy and egg,2009,589981608.0
Raw milk of cattle,Dairy and egg,2010,601287598.0
Raw milk of cattle,Dairy and egg,2011,615518596.0
Raw milk of cattle,Dairy and egg,2012,627160935.0
Raw milk of cattle,Dairy and egg,2013,635648326.0
Raw milk of cattle,Dairy and egg,2014,656460388.0
Raw milk of cattle,Dairy and egg,2015,662448500.0
Raw milk of cattle,Dairy and egg,2016,666811681.0
Raw milk of cattle,Dairy and egg,2017,680272298.0
Raw milk of cattle,Dairy and egg,2018,697251426.0
Raw milk of cattle,Dairy and egg,2019,705276265.0
Raw milk of cattle,Dairy and egg,2020,715027265.0
Raw milk of goats,Dairy and egg,2000,13522804.0
Raw milk of goats,Dairy and egg,2001,13840594.0
Raw milk of goats,Dairy and egg,2002,14310048.0
Raw milk of goats,Dairy and egg,2003,14850207.0
Raw milk of goats,Dairy and egg,2004,15127724.0
Raw milk of goats,Dairy and egg,2005,15688745.0
Raw milk of goats,Dairy and egg,2006,15904469.0
Raw milk of goats,Dairy and egg,2007,16892042.0
Raw milk of goats,Dairy and egg,2008,17044606.0
Raw milk of goats,Dairy and egg,2009,17417436.0
Raw milk of goats,Dairy and egg,2010,17534588.0
Raw milk of goats,Dairy and egg,2011,18078201.0
Raw milk of goats,Dairy and egg,2012,17264509.0
Raw milk of goats,Dairy and egg,2013,17333052.0
Raw milk of goats,Dairy and egg,2014,17426383.0
Raw milk of goats,Dairy and egg,2015,17645105.0
Raw milk of goats,Dairy and egg,2016,18285038.0
Raw milk of goats,Dairy and egg,2017,18993103.0
Raw milk of goats,Dairy and egg,2018,19289520.0
Raw milk of goats,Dairy and egg,2019,18896163.0
Raw milk of goats,Dairy and egg,2020,19452460.0
Raw milk of sheep,Dairy and egg,2000,8315967.0
Raw milk of sheep,Dairy and egg,2001,8519774.0
Raw milk of sheep,Dairy and egg,2002,8362521.0
Raw milk of sheep,Dairy and egg,2003,8579788.0
Raw milk of sheep,Dairy and egg,2004,8768948.0
Raw milk of sheep,Dairy and egg,2005,9012290.0
Raw milk of sheep,Dairy and egg,2006,9172361.0
Raw milk of sheep,Dairy and egg,2007,9264360.0
Raw milk of sheep,Dairy and egg,2008,9038453.0
Raw milk of sheep,Dairy and egg,2009,9408987.0
Raw milk of sheep,Dairy and egg,2010,10029049.0
Raw milk of sheep,Dairy and egg,2011,9854811.0
Raw milk of sheep,Dairy and egg,2012,9429579.0
Raw milk of sheep,Dairy and egg,2013,9483280.0
Raw milk of sheep,Dairy and egg,2014,9589480.0
Raw milk of sheep,Dairy and egg,2015,9650331.0
Raw milk of sheep,Dairy and egg,2016,9794743.0
Raw milk of sheep,Dairy and egg,2017,10073847.0
Raw milk of sheep,Dairy and egg,2018,9947912.0
Raw milk of sheep,Dairy and egg,2019,10200363.0
Raw milk of sheep,Dairy and egg,2020,10200015.0
Rice,Cereals,2000,598668144.0
Rice,Cereals,2001,600246670.0
Rice,Cereals,2002,571051377.0
Rice,Cereals,2003,586931574.0
Rice,Cereals,2004,607349029.0
Rice,Cereals,2005,634225538.0
Rice,Cereals,2006,640705586.0
Rice,Cereals,2007,653970131.0
Rice,Cereals,2008,684382979.0
Rice,Cereals,2009,680265683.0
Rice,Cereals,2010,694471884.0
Rice,Cereals,2011,719469859.0
Rice,Cereals,2012,727656662.0
Rice,Cereals,2013,731745431.0
Rice,Cereals,2014,730785093.0
Rice,Cereals,2015,731920333.0
Rice,Cereals,2016,734045708.0
Rice,Cereals,2017,747378272.0
Rice,Cereals,2018,759036702.0
Rice,Cereals,2019,749157908.0
Rice,Cereals,2020,756709589.0
Rye,Cereals,2000,20099365.0
Rye,Cereals,2001,23370735.0
Rye,Cereals,2002,20922272.0
Rye,Cereals,2003,14639697.0
Rye,Cereals,2004,17617390.0
Rye,Cereals,2005,15202013.0
Rye,Cereals,2006,12666201.0
Rye,Cereals,2007,15114239.0
Rye,Cereals,2008,18126819.0
Rye,Cereals,2009,18227512.0
Rye,Cereals,2010,11916087.0
Rye,Cereals,2011,13105772.0
Rye,Cereals,2012,14499759.0
Rye,Cereals,2013,16649965.0
Rye,Cereals,2014,15204159.0
Rye,Cereals,2015,12937204.0
Rye,Cereals,2016,12999190.0
Rye,Cereals,2017,13004048.0
Rye,Cereals,2018,10716767.0
Rye,Cereals,2019,12824590.0
Rye,Cereals,2020,15022273.0
Sorghum,Cereals,2000,55811054.0
Sorghum,Cereals,2001,59780390.0
Sorghum,Cereals,2002,53433876.0
Sorghum,Cereals,2003,58846636.0
Sorghum,Cereals,2004,58080926.0
Sorghum,Cereals,2005,59546956.0
Sorghum,Cereals,2006,57702253.0
Sorghum,Cereals,2007,62756585.0
Sorghum,Cereals,2008,66350263.0
Sorghum,Cereals,2009,56742239.0
Sorghum,Cereals,2010,60181381.0
Sorghum,Cereals,2011,56807955.0
Sorghum,Cereals,2012,55071939.0
Sorghum,Cereals,2013,57370858.0
Sorghum,Cereals,2014,62019903.0
Sorghum,Cereals,2015,63372435.0
Sorghum,Cereals,2016,57025495.0
Sorghum,Cereals,2017,53597388.0
Sorghum,Cereals,2018,54692953.0
Sorghum,Cereals,2019,53648755.0
Sorghum,Cereals,2020,56167958.0
Spinach,Vegetables,2000,9523657.0
Spinach,Vegetables,2001,10153630.0
Spinach,Vegetables,2002,11442333.0
Spinach,Vegetables,2003,12541826.0
Spinach,Vegetables,2004,13355351.0
Spinach,Vegetables,2005,14199672.0
Spinach,Vegetables,2006,14955713.0
Spinach,Vegetables,2007,16128497.0
Spinach,Vegetables,2008,18865803.0
Spinach,Vegetables,2009,19790086.0
Spinach,Vegetables,2010,20335422.0
Spinach,Vegetables,2011,21183699.0
Spinach,Vegetables,2012,22141214.0
Spinach,Vegetables,2013,23275034.0
Spinach,Vegetables,2014,24269904.0
Spinach,Vegetables,2015,25572352.0
Spinach,Vegetables,2016,26705895.0
Spinach,Vegetables,2017,27794135.0
Spinach,Vegetables,2018,28961949.0
Spinach,Vegetables,2019,30131696.0
Spinach,Vegetables,2020,30995069.0
Strawberries,Fruits and nuts,2000,4553380.0
Strawberries,Fruits and nuts,2001,4544309.0
Strawberries,Fruits and nuts,2002,4693792.0
Strawberries,Fruits and nuts,2003,5127146.0
Strawberries,Fruits and nuts,2004,5576186.0
Strawberries,Fruits and nuts,2005,5817061.0
Strawberries,Fruits and nuts,2006,5926035.0
Strawberries,Fruits and nuts,2007,5781920.0
Strawberries,Fruits and nuts,2008,6100418.0
Strawberries,Fruits and nuts,2009,6522913.0
Strawberries,Fruits and nuts,2010,6284353.0
Strawberries,Fruits and nuts,2011,6377557.0
Strawberries,Fruits and nuts,2012,6975027.0
Strawberries,Fruits and nuts,2013,7436909.0
Strawberries,Fruits and nuts,2014,7636211.0
Strawberries,Fruits and nuts,2015,8221263.0
Strawberries,Fruits and nuts,2016,8039393.0
Strawberries,Fruits and nuts,2017,8246615.0
Strawberries,Fruits and nuts,2018,8534200.0
Strawberries,Fruits and nuts,2019,9009629.0
Strawberries,Fruits and nuts,2020,8861381.0
"Tangerines, mandarins, clementines",Fruits and nuts,2000,18367085.0
"Tangerines, mandarins, clementines",Fruits and nuts,2001,20927682.0
"Tangerines, mandarins, clementines",Fruits and nuts,2002,21277825.0
"Tangerines, mandarins, clementines",Fruits and nuts,2003,21995457.0
"Tangerines, mandarins, clementines",Fruits and nuts,2004,23474300.0
"Tangerines, mandarins, clementines",Fruits and nuts,2005,24014183.0
"Tangerines, mandarins, clementines",Fruits and nuts,2006,25965587.0
"Tangerines, mandarins, clementines",Fruits and nuts,2007,20442148.0
"Tangerines, mandarins, clementines",Fruits and nuts,2008,21381408.0
"Tangerines, mandarins, clementines",Fruits and nuts,2009,22350720.0
"Tangerines, mandarins, clementines",Fruits and nuts,2010,23993668.0
"Tangerines, mandarins, clementines",Fruits and nuts,2011,27305020.0
"Tangerines, mandarins, clementines",Fruits and nuts,2012,27793875.0
"Tangerines, mandarins, clementines",Fruits and nuts,2013,28838969.0
"Tangerines, mandarins, clementines",Fruits and nuts,2014,31024333.0
"Tangerines, mandarins, clementines",Fruits and nuts,2015,33161606.0
"Tangerines, mandarins, clementines",Fruits and nuts,2016,32241281.0
"Tangerines, mandarins, clementines",Fruits and nuts,2017,32646048.0
"Tangerines, mandarins, clementines",Fruits and nuts,2018,34157033.0
"Tangerines, mandarins, clementines",Fruits and nuts,2019,38560244.0
"Tangerines, mandarins, clementines",Fruits and nuts,2020,38600907.0
Tomatoes,Vegetables,2000,109079533.0
Tomatoes,Vegetables,2001,106539551.0
Tomatoes,Vegetables,2002,115537665.0
Tomatoes,Vegetables,2003,118039432.0
Tomatoes,Vegetables,2004,126824023.0
Tomatoes,Vegetables,2005,128172967.0
Tomatoes,Vegetables,2006,130451562.0
Tomatoes,Vegetables,2007,137132332.0
Tomatoes,Vegetables,2008,141620632.0
Tomatoes,Vegetables,2009,155255774.0
Tomatoes,Vegetables,2010,153287127.0
Tomatoes,Vegetables,2011,159466859.0
Tomatoes,Vegetables,2012,162631013.0
Tomatoes,Vegetables,2013,164689857.0
Tomatoes,Vegetables,2014,173836040.0
Tomatoes,Vegetables,2015,175891479.0
Tomatoes,Vegetables,2016,176765476.0
Tomatoes,Vegetables,2017,177403545.0
Tomatoes,Vegetables,2018,179582881.0
Tomatoes,Vegetables,2019,182338075.0
Tomatoes,Vegetables,2020,186129161.0
Triticale,Cereals,2000,9111412.0
Triticale,Cereals,2001,10825346.0
Triticale,Cereals,2002,11962946.0
Triticale,Cereals,2003,10518879.0
Triticale,Cereals,2004,14239439.0
Triticale,Cereals,2005,13311487.0
Triticale,Cereals,2006,11789878.0
Triticale,Cereals,2007,12121982.0
Triticale,Cereals,2008,14239011.0
Triticale,Cereals,2009,15663363.0
Triticale,Cereals,2010,13739081.0
Triticale,Cereals,2011,13555674.0
Triticale,Cereals,2012,13650453.0
Triticale,Cereals,2013,14462373.0
Triticale,Cereals,2014,16981046.0
Triticale,Cereals,2015,16348237.0
Triticale,Cereals,2016,15237228.0
Triticale,Cereals,2017,14938669.0
Triticale,Cereals,2018,12326864.0
Triticale,Cereals,2019,14038688.0
Triticale,Cereals,2020,15361341.0
"Walnuts, in shell",Fruits and nuts,2000,1262926.0
"Walnuts, in shell",Fruits and nuts,2001,1310704.0
"Walnuts, in shell",Fruits and nuts,2002,1403953.0
"Walnuts, in shell",Fruits and nuts,2003,1564940.0
"Walnuts, in shell",Fruits and nuts,2004,1546035.0
"Walnuts, in shell",Fruits and nuts,2005,1782896.0
"Walnuts, in shell",Fruits and nuts,2006,1853948.0
"Walnuts, in shell",Fruits and nuts,2007,1994204.0
"Walnuts, in shell",Fruits and nuts,2008,2254318.0
"Walnuts, in shell",Fruits and nuts,2009,2488105.0
"Walnuts, in shell",Fruits and nuts,2010,2778923.0
"Walnuts, in shell",Fruits and nuts,2011,3208766.0
"Walnuts, in shell",Fruits and nuts,2012,2366556.0
"Walnuts, in shell",Fruits and nuts,2013,2369019.0
"Walnuts, in shell",Fruits and nuts,2014,2718851.0
"Walnuts, in shell",Fruits and nuts,2015,2947400.0
"Walnuts, in shell",Fruits and nuts,2016,3009468.0
"Walnuts, in shell",Fruits and nuts,2017,2963969.0
"Walnuts, in shell",Fruits and nuts,2018,2863851.0
"Walnuts, in shell",Fruits and nuts,2019,2985845.0
"Walnuts, in shell",Fruits and nuts,2020,3323964.0
Watermelons,Vegetables,2000,76438218.0
Watermelons,Vegetables,2001,83204084.0
Watermelons,Vegetables,2002,90112001.0
Watermelons,Vegetables,2003,88249229.0
Watermelons,Vegetables,2004,87906860.0
Watermelons,Vegetables,2005,90861489.0
Watermelons,Vegetables,2006,93645585.0
Watermelons,Vegetables,2007,86712250.0
Watermelons,Vegetables,2008,89261585.0
Watermelons,Vegetables,2009,91507308.0
Watermelons,Vegetables,2010,93530505.0
Watermelons,Vegetables,2011,94572765.0
Watermelons,Vegetables,2012,95826059.0
Watermelons,Vegetables,2013,97185607.0
Watermelons,Vegetables,2014,98875226.0
Watermelons,Vegetables,2015,100820382.0
Watermelons,Vegetables,2016,102180450.0
Watermelons,Vegetables,2017,100801202.0
Watermelons,Vegetables,2018,100775517.0
Watermelons,Vegetables,2019,100990413.0
Watermelons,Vegetables,2020,101549923.0
Wheat,Cereals,2000,583071959.0
Wheat,Cereals,2001,585709463.0
Wheat,Cereals,2002,589800085.0
Wheat,Cereals,2003,548578373.0
Wheat,Cereals,2004,631904810.0
Wheat,Cereals,2005,625011148.0
Wheat,Cereals,2006,614381122.0
Wheat,Cereals,2007,606595141.0
Wheat,Cereals,2008,680294442.0
Wheat,Cereals,2009,683639173.0
Wheat,Cereals,2010,640803464.0
Wheat,Cereals,2011,696898368.0
Wheat,Cereals,2012,673412910.0
Wheat,Cereals,2013,709904467.0
Wheat,Cereals,2014,728284761.0
Wheat,Cereals,2015,741066669.0
Wheat,Cereals,2016,747919124.0
Wheat,Cereals,2017,771827608.0
Wheat,Cereals,2018,731437584.0
Wheat,Cereals,2019,764254821.0
Wheat,Cereals,2020,760175010.0
